Company name,Booth number,Company location,Twitter,Linkedin,Facebook,Website,Description,Focus areas
IRBM,Booth 2857,"Pomezia, Rome, Italy",,https://www.linkedin.com/company/irbm-science-park-s-p-a-,,http://irbm.com,"IRBM is an innovative contract research organization working across all aspects of drug discovery and early development for different modalities – small molecules, peptides, and antibodies. We foster collaborations with organizations from the pharmaceutical, biotech and academic sectors to accelerate drug discovery from target validation and hit identification to candidate nomination. Our 200 plus-strong, multidisciplinary teamwork at a state-of-the-art R&D facility near Rome where projects are carried out “under one roof” enabling rapid cycle times and close integration of the scientific teams. IRBM’s scientists have discovered several drugs that are on the market, and more than 25 compounds have gone into clinical testing. The company was founded in 2010, as a spin-off from Merck & Co. Now in our 14th year as an independent research organisation, we have laid the foundations to become a global centre for excellence in all aspects of drug discovery and early development.","Preclinical, CRO & Analytical Labs"
"IPTalons, Inc.",Booth 2538,"Dallas, Texas, United States",,https://www.linkedin.com/company/84803079,,http://www.iptalons.com,"IPTalons, Inc. is a managed research security services provider that designs, implements, and manages research security and compliance programs for pharmaceutical, biotech, and medical device companies and research organizations worldwide. We provide advisory and managed services to research-driven organizations of all sizes to protect research assets, including trade secrets, from misuse, loss, theft, and misappropriation. We assist clients implement researcher and staff training solutions to provide personnel from foreign influence and other advance personnel threats. We also assist in compliance investigations and internal inquiries related to allegations of trade secret theft and other compliance concerns.","VC/PE, Angel or Family Office, Hedge Fund/Mutual Fund, Legal, Consulting, Marketing/Market Research, Tech Transfer, Research Institute, Incubator/Technology Park, Regional/Economic Development"
Jack Morton Worldwide,Booth 2235,"Boston, Massachusetts, United States",,,,http://jackmorton.com,,
"iPS Academia Japan, Inc.",Booth 1353,"Kyoto, Japan",,,,https://ips-cell.net/e/,"We have been granted sublicensing rights by multiple state-of-the-art academic facilities such as Kyoto University and other world's leading universities on inventions related to stem cells or iPS cells. These patents include those on four reprogramming factors: Oct3/4, Klf4, c-Myc and Sox2 to establish iPS cell lines. For for-profit entities, we generally grant non-exclusive licenses for such patents in the above-mentioned stem cell fields at fair and reasonable fees based on the scope of the license.",Tech Transfer
Iowa Economic Development Authority/Iowa BIO,Booth 2474,"Des Moines, Iowa, United States",,,,http://www.iowabio.org,"Iowa, building on success in agriculture and research capabilities in plant, animal and human health, has earned its reputation as a bioscience epicenter with a focus on innovation and collaboration. From startups in the state’s research parks to globally respected companies, the biosciences industry in Iowa continues to grow at a rapid rate. Iowa’s diverse economy is fueled by a highly educated and productive workforce and is enhanced even further with state-led job training programs. Alongside biosciences, the state has strengths in the advanced manufacturing and finance and insurance industries and is a leader in renewable energy. Iowa is perfectly positioned in the center of the United States with convenient transportation and a robust infrastructure. With one of the lowest costs of doing business in the country, research and development tax credits, comprehensive financial assistance programs, development-ready sites and a pro-business state government, Iowa’s business climate is primed for opportunity. The Iowa Economic Development Authority has the resources to meet the needs of business. Visit iowaeda.com.","Regional/Economic Development, Associations"
Iwata Label USA Inc.,Booth 3389,"Jersey City, New Jersey, United States",,https://www.linkedin.com/company/iwata-label-co-ltd-/,,https://www.iwatalabel.co.jp/en/,"We provide and develop the functional labels and labeling machine for pharmaceuticals to protect drug contents(light protect, vial breakage) and keep safety for all medical workers.",Marketing/Market Research
Ivy Brain Tumor Center,Booth 3035,"Phoenix, Arizona, United States",,,,https://www.ivybraintumorcenter.org/,,
Istituto Romagnolo per lo Studio dei Tumori “Dino Amadori” IRST SrL,Booth 2065,"Meldola, Forlì-Cesena, Italy",,,,http://www.irst.emr.it,,
IST Innuscreen GmbH,Booth 1445,"Berlin, Germany",,,,,,
IQHQ,Booth 451,"Solana Beach, California, United States",,,,https://iqhqreit.com/,,
"IOCB Tech, s.r.o.",Booth 2075,"Prague, Czech Republic",,,,http://www.iocbtech.cz,,
Kaleidoscope Consultants,Booth 2379,"London, United Kingdom",,https://www.linkedin.com/company/kaleidoscope-consultants-limited/,,http://www.kaleidoscopeconsultants.com,Specialisms,"Research Technology, Digital Health, CRO & Analytical Labs, Legal, Consulting"
"K Pharma, Inc.",Booth 1353,"Tokyo, Japan",,,,https://www.kpharma.co.jp/,"K Pharma emerged as a spin-off company from Keio University School of Medicine, dedicated to transforming pioneering research by Professor Hideyuki Okano (Department of Physiology) and Professor Masaya Nakamura (Department of Orthopaedic Surgery) into practical applications. Our unwavering commitment to pushing the boundaries of healthcare has led us to specialize in medical treatments involving nerve regeneration and iPS drug discovery.",Clinical
Kangstem Biotech,Booth 2464,"Seoul, Korea, Republic of",,https://www.linkedin.com/company/kangstem,,http://kangstem.com/?lang=en,"Kangstem Biotech Co., Ltd. (Kangstem) is dedicated to develop stem cell therapy products that can address unmet medical needs.","Preclinical, Clinical"
JSR Life Sciences,Booth 885,"Sunnyvale, California, United States",https://twitter.com/jsrlifesciences,https://www.linkedin.com/company/jsrlifesciences,https://www.facebook.com/jsrlifesciences,https://www.jsrlifesciences.com,"JSR Life Sciences brings together the deep biochemical knowledge and understanding of human disease, expertise in drug discovery and development, and access to capital into a single, integrated framework that creates value for our customers.","Preclinical, Clinical, Molecular/Cellular Diagnostics, Research Technology, Industrial Chemicals/Products, CRO & Analytical Labs, CMO"
"JOINN Laboratories（Suzhou) Co.,Ltd.",Booth 2275,"Taicang, Jiangsu, China",,,,https://www.joinnlabs.com/,JOINN Laboratories致力于提供药物研发CRO外包服务。 JOINN建立了符合国际标准的全面质量管理体系：CNAS/ILAC-MRA认证，NMPA，美国FDA，OECD，日本PMDA和韩国MFDS GLP认证以及国际AAALAC认证。 JOINN为申办者在非临床安全性评估、临床试验、注册和药物警戒方面的特定需求提供定制服务，涵盖从开发到最终药物注册的整个范围。 JOINN Laboratories致力于提供药物研发CRO外包服务。 JOINN建立了符合国际标准的全面质量管理体系：CNAS/ILAC-MRA认证，NMPA，美国FDA，OECD，日本PMDA和韩国MFDS GLP认证以及国际AAALAC认证。 JOINN为申办者在非临床安全性评估、临床试验、注册和药物警戒方面的特定需求提供定制服务，涵盖从开发到最终药物注册的整个范围。,"Clinical, Market - Drug (on patent), Market - Generics/OTC, Molecular/Cellular Diagnostics, Non-Molecular Diagnostics, Drug Delivery Device, Non Drug Delivery Device, Research Technology, Bioinformatics, CRO & Analytical Labs"
JobsOhio,Booth 3247,"Columbus, Ohio, United States",https://twitter.com/jobsOhio,https://www.linkedin.com/company/jobsohio/mycompany/verification/,https://www.facebook.com/JobsOhio/,http://www.jobsohio.com,"JobsOhio, the state’s unique private economic development corporation, acts as a catalyst for high-growth business investments and job creation that are helping propel the state’s ingenuity and ambitions forward. Founded 12 years ago, JobsOhio is a first-of-its-kind, state-authorized, nonprofit built with private stable financial resources, seasoned professionals with private sector expertise, a statewide network of economic development partners, and the long-term investment outlook needed to attract, retain, and expand businesses, payrolls, and career opportunities across the state.",Regional/Economic Development
JJP Biologics,Booth 3453,"Warsaw, Poland",,https://www.linkedin.com/company/jjp-biologics/,,https://jjpbiologics.com/,,"Preclinical, Clinical"
"Jiksak Bioengineering, Inc.",Booth 1353,"Kanagawa, Japan",,https://www.linkedin.com/company/jiksak-bioengineering/,,https://www.jiksak.co.jp/,Jiksak Bioengineering is a biotech company established in 2017 that aims to create a world where neurological intractable diseases can be treated.,"Preclinical, Molecular/Cellular Diagnostics, Drug Delivery Device, Research Technology"
"Jiangsu Synthgene Biotechnology Co., Ltd.",Booth 2285,"Nanjing, Jiangsu, China",,https://www.linkedin.com/company/synthgene-biotechnology-co-ltd/,,http://en.syngenebio.com,"Founded in 2018, Jiangsu Synthgene Biotechnology Co., Ltd. focuses on providing overall solutions for upstream raw materials in life sciences. The core members of the company are the chemical biology PhD team from Nanjing University. Academician Hongyuan Chen is chief scientist, who has strong technical background in chemical biology. Over the years, Synthgene is committed to the development and industrialization of life science insurmountable raw materials. Currently, Synthgene antibody discovery platform, mRNA stock solution preparation platform, mRNA-LNP preparation process platform, oligonucleotide preparation platform, enzyme directed evolution platform contribute to derivative three product segments include cell gene therapy raw materials, gene nucleic acid drug raw materials and IVD raw materials. The company has been selected to cultivate unicorn enterprises in Nanjing and raised hundreds of millions in RMB.","Preclinical, Molecular/Cellular Diagnostics, Drug Delivery Device, Research Technology, Supplies, Bioinformatics, Animal Health & Research, CRO & Analytical Labs, CMO, Incubator/Technology Park"
